AISHE Code,Name,State,District,City,Website,Year ,Location,Type,Management,University,Category,Email,Phone No
,Bhagwan Devi Institute of Management Studies,Uttar Pradesh,Rampur,,www.bdimsrampur.com,,,mgt,,,,,
,"Dhyan Singh Memorial Degree College, Kanth",Uttar Pradesh,Moradabad,,www.dsmddkanth.com,,,tech,,,,,
,"Muslim Degree College, Kakrala",Uttar Pradesh,Budaun,,www.muslimdegreecollege.com,,,tech,,,,,
,"EDIFY INSTITUTE OF MANAGEMENT AND TECHNOLOGY, MATHURA",Uttar Pradesh,Mathura,,ngei.org,,,mgt,,,,,
,"DR. BHIMRAO AMBEDKAR ENGINEERING COLLEGE OF INFORMATION TECHNOLOGY, BIJNOR.",Uttar Pradesh,Bijnor,,www.recb.ac.in,,,tech,,,,,
,"DOON COLLEGE OF EDUCATION, SAHARANPUR",Uttar Pradesh,Saharanpur,,-,,,tech,,,,,
,"Sahas Degree College, Naugawan Sadat",Uttar Pradesh,Amroha,,www.sahasdegreecollege.com,,,tech,,,,,
,"DELHI INSTITUTE OF ENGINEERING AND TECHNOLOGY, PARTAPUR BYPASS, MEERUT",Uttar Pradesh,Meerut,,www.dietmeerut.com,,,tech,,,,,
,INSTITUTE OF COMPUTER BASTI,Uttar Pradesh,Basti,,www.iocbasti.in,,,tech,,,,,
,RAMANAND BEERBAL PATEL MAHAVIDYALAY SARAI SULTAN BAHRIYA ,Uttar Pradesh,Prayagraj,,www.ramanandbirbaldc.in,,,tech,,,,,
,KRISHNA INSTITUTE,Uttar Pradesh,Bijnor,,krishnainstitutebijnor.com,,,tech,,,,,
,PREM JYOTI DEEN DAYAL SHRINET MAHAVIDYALAYA HARPUR PIPIGANJ GORAKHPUR UP,Uttar Pradesh,Gorakhpur,,pjddsmgkp.in,,,tech,,,,,
,GOVERNMENT DEGREE COLLEGE PIPRAHARI TINDWARI BANDA,Uttar Pradesh,Banda,,www.gmcptb.ac.in,,,tech,,,,,
,"Adarsh Mahavidyalaya, Hardua, Nawabganj",Uttar Pradesh,Bareilly,,www.adarshmahavidhyalaya.com,,,tech,,,,,
,"Sukhdai Smarak Mahavidyalaya, Ratupura, Thakurwara",Uttar Pradesh,Moradabad,,www.sukhdaismarak.com,,,tech,,,,,
,"Saubhagyavati Bai Dani Mahila Mahavidyalaya, Dhampur",Uttar Pradesh,Bijnor,,www.sbdcollege.org.in,,,tech,,,,,
,"D.R.A. Government Degree College, Bisauli, Badaun",Uttar Pradesh,Budaun,,www.dragdcbisauli.com,,,tech,,,,,
,"Rukhmani Mahavidyalaya, Lodhipur Rajput",Uttar Pradesh,Moradabad,,www.rukmanimahavidyalaya.net,,,tech,,,,,
,"Waseem Turki Muslim Muslim Degree College, Fatehpur Mafi, Palaula",Uttar Pradesh,Amroha,,www.wtmdegreecollege.com,,,tech,,,,,
,"Babu Rampal Singh Mahavidyalaya, Thakurdwara",Uttar Pradesh,Moradabad,,www.brpdcthakurdwara.com,,,tech,,,,,
,"Swami Vivekanand Mahavidyala, Puwayan",Uttar Pradesh,Shahjahanpur,,www.svmcollege.net,,,tech,,,,,
,"Gaurisnankar Mahavidyalaya, Gularia Uprala, Aonla",Uttar Pradesh,Bareilly,,www.gaurishankarmahavidyalaya.com,,,tech,,,,,
,"Dharamveer Institute of Education & Technology, Noorpur",Uttar Pradesh,Bijnor,,www.dietedu.org,,,tech,,,,,
,"SUSHILA DEVI KANHAIYA BUKSH SINGH MAHAVIDYALAYA, RANKI, SANGIPUR",Uttar Pradesh,Pratapgarh,,www.sushiladevi.com,,,tech,,,,,
,"VAISHNO DEVI PRASHIKSHAN MAHAVIDYALAYA, GODAHI, KUNDA, PRATAPGARH",Uttar Pradesh,Pratapgarh,,www.vdpmorganization.org,,,tech,,,,,
,"SABIR ALI BALIKA DEGREE COLLEGE, JAKHANIYA, GHAZIPUR",Uttar Pradesh,Ghazipur,,WWW.SAGDCOLLEGE.IN,,,tech,,,,,
,"Amar Nath Mishra P.G. College, Dubey Chapra, Ballia",Uttar Pradesh,Ballia,,www.anmsm.org.in,,,tech,,,,,
,"Asha Singh Mahavidyalaya Shahpur, Ballia",Uttar Pradesh,Ballia,,-,,,tech,,,,,
,BABA KASHINATH MAHAVIDYALAYA BALLIA,Uttar Pradesh,Ballia,,www.bkndc.org,,,tech,,,,,
,CHAUDHARY OMKAR SINGH GIRLS DEGREE COLLEGE EDALGARHI BAJNA MATHURA,Uttar Pradesh,Mathura,,coskm.bajna@gmail.com,,,tech,,,,,
,BRAMH DEV INDRAMATI TRIPATHI MAHILA DEGREE COLLEGE,Uttar Pradesh,Basti,,www.bitgdc.com,,,tech,,,,,
,"VEERANGNA RANI AVANTIBAI LODHI GOVT. MAHILA MAHAVIDYALAYA, BAREILLY",Uttar Pradesh,Bareilly,,ggpgcvral.org.in,,,tech,,,,,
,"S.P. College, Tigri, Chandpur",Uttar Pradesh,Bijnor,,www.spcollegetigri.in,,,tech,,,,,
,"Govt. Mahavidyalaya, Gangeshwari, Rehra",Uttar Pradesh,Amroha,,www.gdcgangeshwari.com,,,tech,,,,,
,Springdale College of Management Studies,Uttar Pradesh,Pilibhit,,http://www.scmspbt.com,,,mgt,,,,,
,"Lal Bhadur Singh Smarak Degree College, Gohawar",Uttar Pradesh,Bijnor,,www.lbssgohawar.com,,,tech,,,,,
,"Rashida Begum Muslim Mahavidyalaya, Amroha",Uttar Pradesh,Amroha,,www.rbmm.in,,,tech,,,,,
,"VIVEKANANDA COLLEGE OF TECHNOLOGY AND MANAGEMENT, ALIGARH",Uttar Pradesh,Aligarh,,www.vctm.in,,,mgt,,,,,
,Moradabad Muslim Mahavidyalaya,Uttar Pradesh,Moradabad,,mewseducation.com,,,tech,,,,,
,"Rani Bhagyavati Devi Mahila Mahavidyalaya, Bijnor",Uttar Pradesh,Bijnor,,www.rbdgirls.in,,,tech,,,,,
,"Naval Kishore Bhartiya Municipal Girls College, Chandausi",Uttar Pradesh,Sambhal,,www.nkbmgcollege.in,,,tech,,,,,
,"Shri Dharamjit Singh P G College, Mirzapur",Uttar Pradesh,Shahjahanpur,,https://www.sdsdcmirzapur.com,,,tech,,,,,
,"Jagdish Saran Hindu (PG) College, Amroha",Uttar Pradesh,Amroha,,www.jshpgc.ac.in,,,tech,,,,,
,"Banshraj Jaishree Degree College, Motiram Adda, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.bjdcgkp.org,,,tech,,,,,
,"Bagishwari Rambasi Mahila Mahavidyalay, Guruwaliya, Kushinagar",Uttar Pradesh,Kushinagar,,https://brpgcollege.com/,,,tech,,,,,
,"Ranju Singh Degree College, Sonadi, Deoria",Uttar Pradesh,Deoria,,rsdcsonari.in,,,tech,,,,,
,"DEEWAN V.S. INSTITUTE OF ENGINEERING AND TECHNOLOGY, MEERUT",Uttar Pradesh,Meerut,,-,,,tech,,,,,
,VIKRAMADITYA VIDHI MAHAVIDYALAYA BIRGAPUR HANUMANGANJ PRAYAGRAJ    ,Uttar Pradesh,Prayagraj,,www.vdvm.in.com,,,tech,,,,,
,"RAMPATI DEVI KANYA MAHAVIDYALAYA, SARAIYA, PUROSHOTAMPUR JAISINGHPUR, SULTANPUR",Uttar Pradesh,Sultanpur,,-,,,tech,,,,,
,"Narsingh Prasad Singh Mahila Mahavidyalaya, Urwa Bazar, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.npsmahavidyalaya.org,,,tech,,,,,
,SHRIMATI KALI DEVI MAHAVIDYALAY BHAGANE BHAGWANPURI VAYA BARAHI CHAURI CHAURA GORAKHPUR,Uttar Pradesh,Gorakhpur,,smtkd.com,,,tech,,,,,
,FATEHBAHADUR SINGH SHIVSHANKER SINGH MAHAVIDYALAYA SASANA BAHADURPUR BELTHARA ROAD BALLIA,Uttar Pradesh,Ballia,,www.fbsssm.org.in,,,tech,,,,,
,"PATRONAGE INSTITUTE OF MANAGEMENT STUDIES, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,-,,,mgt,,,,,
,"Smt. Indira Gandhi Rajkiya Mahavidyalaya, Lalganj Mirzapur",Uttar Pradesh,Mirzapur,,siggpgcollege.ac.in,,,tech,,,,,
,"Smt. Jagwanti Devi Hiranand Mahavidyalaya, Berwa, Paharpur, Sant Ravidas Nagar, Bhadohi",Uttar Pradesh,Bhadohi,,-,,,tech,,,,,
,"Baba Vishwanat Mahavidyalaya, Lakhanpur, Varanasi",Uttar Pradesh,Varanasi,,www.bvnmv.in,,,tech,,,,,
,"SARSWATI UCHCHA SHIKSHA EVAM TAKNIKI MAHAVIDYALAYA, GAHANI, AYAR, VARANASI",Uttar Pradesh,Varanasi,,sheatcollge.co.in,,,tech,,,,,
,SUDHAKAR MAHILA P.G. COLLEGE KHAJURI PANDEYPUR VARANASI,Uttar Pradesh,Varanasi,,smpgc.in,,,tech,,,,,
,"COLLEGE OF ENGINEERING AND RURAL TECHNOLOGY, MEERUT",Uttar Pradesh,Meerut,,certmeerut.ac.in,,,tech,,,,,
,"S.S.P.P.D. Mahavidyalaya, Tisuhi, Madihan, Mirzapur",Uttar Pradesh,Mirzapur,,www.ssppdmahavidyalaya.com,,,tech,,,,,
,"COLLEGE OF BUSINESS STUDIES, AGRA",Uttar Pradesh,Agra,,mps.org.in,,,mgt,,,,,
,"CHAUDHARY BEERI SINGH COLLEGE OF ENGINEERING AND MANAGEMENT, ETMADPUR, AGRA",Uttar Pradesh,Agra,,www.cbsengg.org,,,mgt,,,,,
,"K. N. Govt. P.G. College, Gyanpur, Sant Ravidas Nagar, Bhadohi",Uttar Pradesh,Bhadohi,,www.kngpgc.in,,,tech,,,,,
,TARA DEVI MAHAVIDHYALAYA,Uttar Pradesh,Kushinagar,,www.taradevidc.com,,,tech,,,,,
,INTEGRAL AND INNOVATIVE SUSTAINABLE EDUCATION COLLEGE,Uttar Pradesh,Lucknow,,www.iise.in,,,tech,,,,,
,NANDAN BANDAN MAHAVIDYALAYA,Uttar Pradesh,Mirzapur,,nandanbandan.com,,,tech,,,,,
,"RAJKIYA MAHAVIDYALAYA, BEEKAPUR",Uttar Pradesh,Ayodhya,,-,,,tech,,,,,
,"Jeevandeep Mahavidyalaya, Baralalpur, Varanasi",Uttar Pradesh,Varanasi,,www.jdmv.org.in,,,tech,,,,,
,"Shyam Tara Mahila Mahavidyalaya, kosra, Mirzamurad, Varanasi",Uttar Pradesh,Varanasi,,www.stmmv.com,,,tech,,,,,
,"SARVOTTAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT,G. NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,www.sarvottam.org,,,mgt,,,,,
,"G L  BAJAJ GROUP OF INSTITUTIONS,MATHURA",Uttar Pradesh,Mathura,,https://www.glbajajgroup.org/,,,tech,,,,,
,"Ram Rekha Rai Ganga Rai Mahila Mahavidyalaya, Rajivnagar, Maharajganj",Uttar Pradesh,Mahrajganj,,http://rgmmrj.com/,,,tech,,,,,
,ICHCHHARAM SINGH MAHAVIDYALAYA DOBHIYARA SHAHGANJ,Uttar Pradesh,Ayodhya,,www.irscollege.co.on,,,tech,,,,,
,Sunil Kumar Mahavidyalaya,Uttar Pradesh,Mirzapur,,skmahavidyalaya.com,,,tech,,,,,
,"Krishak Mahavidyalay, Rajgarh, Mirzapur",Uttar Pradesh,Mirzapur,,www.krishakmahavidyalaya.org,,,tech,,,,,
,RAM VICHARE TRIPATHI MAHILA MAHAVIDYALAYA ASNA BODARWAR KUSHINAGAR,Uttar Pradesh,Kushinagar,,rvtmmabk.in,,,tech,,,,,
,"Maa Bandhui Devraj Mahavidyalaya, Pashuhari, Ballia",Uttar Pradesh,Ballia,,www.mbdc.org.in,,,tech,,,,,
,"Maa Fula Devi Kanya Mahavidyalaya, Titauli (Baghuri) Ballia",Uttar Pradesh,Ballia,,fuladevicollage.com,,,tech,,,,,
,"Maa Kasturi Devi Mahavidyalaya Nawanagar, Ballia",Uttar Pradesh,Ballia,,www.maakasaturicollege.com,,,tech,,,,,
,"Maa Maturani Devi Mahavidyalaya, Chandadih, Ballia",Uttar Pradesh,Ballia,,https://www.mmdmv.org.in,,,tech,,,,,
,"Mahatma Ratan Guljar Mahavidyalaya, Sarai, Bharti, Kop, Silhata, Ballia",Uttar Pradesh,Ballia,,www.mrgm.org,,,tech,,,,,
,"Mathura P.G. College Rasra,Ballia",Uttar Pradesh,Ballia,,www.mathurapgrasra.com,,,tech,,,,,
,"Md. Shahban Memorial Mahavidyalaya, Nagra, Ballia",Uttar Pradesh,Ballia,,Www.ShahbaanCollege.com,,,tech,,,,,
,"Meera Memorial Mahila Mahavidyalaya,Ballia",Uttar Pradesh,Ballia,,www.meeramemorial.org,,,tech,,,,,
,"Panna Mahavidyalaya, Kushhan, Bhimpura No.1, Ballia",Uttar Pradesh,Ballia,,www.pannacollege.org.in,,,tech,,,,,
,"Prithwi Shiv Kishan Majdoor Balika P.G. College, Rasra, Ballia",Uttar Pradesh,Ballia,,www.pskmgcollege.org,,,tech,,,,,
,"Pt. Shriniwas Mahavidyalaya, Nagra Ballia",Uttar Pradesh,Ballia,,www.ptsnmvnagra.org.in,,,tech,,,,,
,"Radha Mohan Kishan Mazdoor Mahavidyalaya, Niyamatpur, Kanso, Ballia",Uttar Pradesh,Ballia,,www.rmkmcollege.org,,,tech,,,,,
,"Jagatpur P.G.College, Varanasi",Uttar Pradesh,Varanasi,,www.jppgc.ac.in,,,tech,,,,,
,Government Model Degree College,Uttar Pradesh,Mahoba,,-,,,tech,,,,,
,SWARGIYA RAMVILASH SINGH SHIKSHAN SANSTHA MAHILA MAHAVIDYALAYA,Uttar Pradesh,Chandauli,,www.srvsmmv1245.org,,,tech,,,,,
,PT SHIV SHARAN COLLEGE OF EDUCATION ,Uttar Pradesh,Pratapgarh,,ptsscpratapgarh.org.in,,,tech,,,,,
,BABU FATEH BAHADUR SINGH VIDHI MAHAVIDHYALAY ,Uttar Pradesh,Prayagraj,,www.fbgroup.org,,,tech,,,,,
,JD SINGH MAHAVIDYALAYA DURGAGANJ AUNG ,Uttar Pradesh,Fatehpur,,www.jdscollege.in,,,tech,,,,,
,"MAA KAILASHI SAVITRI DEVI VIDHI MAHAVIDYALAYA BEERAPUR, RANIGANJ, PRATAPGARH, UP",Uttar Pradesh,Pratapgarh,,-,,,tech,,,,,
,SHRI BABBOO SINGH MAHAVIDYALAYA KHANNA MAHOBA,Uttar Pradesh,Mahoba,,www.sribabbusinghmahavidyalaya.com,,,tech,,,,,
,Pro Deenanath Pandey Shiksha Evam Prakshishan Mahavidyalaya Badausa,Uttar Pradesh,Banda,,lkpsm.org,,,tech,,,,,
,"Nanhku Ram Mahavidyalaya, Padri Khurda (Patka gaon) Mudiladih, Sonebhadra",Uttar Pradesh,Sonbhadra,,www.nrinstitutions.org.in,,,tech,,,,,
,PRO DEENANATH PANDEY VIDHI MAHAVIDYALAY BADAUSA BANDA,Uttar Pradesh,Banda,,lkpsm.org,,,tech,,,,,
,SOVARAN SINGH EDUCATION INSTITUTE BY PASS ROAD HIMMATPUR GAHRANA ETAH,Uttar Pradesh,Etah,,www.ssei.org.in,,,tech,,,,,
,Maa Ganga College of Education Purdil Nagar Hathras,Uttar Pradesh,Hathras,,mgcoep.com,,,tech,,,,,
,SHRI FATEH SINGH MAHAVIDHYALAYA,Uttar Pradesh,Aligarh,,www.fsmbankner.in,,,tech,,,,,
,MAA JANAKI INSTITUTE OF MANAGMENT AND TECHNOLOGY KUTHILA ETAH,Uttar Pradesh,Etah,,www.maajanki.org,,,tech,,,,,
,KHAIR KANYA MAHAVIDYALAYA KHAIR ALIGARH,Uttar Pradesh,Aligarh,,kkmkhair.in,,,tech,,,,,
, CHAUDHARY JHAMMAN SINGH MAHAVIDHYALAY,Uttar Pradesh,Aligarh,,www.cjsdegreecollege.com,,,tech,,,,,
,G S COLLEGE KURSANDA HATHRAS,Uttar Pradesh,Hathras,,gscollegehathras.com,,,tech,,,,,
,"MAA GAYTRI ARYA KANYA MAHAVIDYALAYA,JALESAR ETAH",Uttar Pradesh,Etah,,www.maagayatricollege.org,,,tech,,,,,
,SHRI MAHARAJA AGRASEN KANYA MAHAVIDHAYALAY,Uttar Pradesh,Hathras,,-,,,tech,,,,,
,"Handia P.G.College,Handia,Allahabad",Uttar Pradesh,Prayagraj,,https://www.handiapgcollege.org,,,tech,,,,,
,SHRI DAFEDAR SINGH PAHALWAN MAHAVIDYALAYA,Uttar Pradesh,Farrukhabad,,www.pahalwan.org,,,tech,,,,,
,"SHRI HARPRASAD MAN SINGH THENUA DEG. COLLEGE, ROOHRI, HATHRAS",Uttar Pradesh,Hathras,,-,,,tech,,,,,
,"DEEN BANDHU DEENA NATH MAHAVIDYALAYA SHIV NAGAR ALIGANJ ROAD,ETAH",Uttar Pradesh,Etah,,dbnncollege.com,,,tech,,,,,
,SHRI BRAJ RAJ SINGH MAHAVIDYALAYA YASODA NAGAR PURAO ETAH,Uttar Pradesh,Etah,,sbsmahavidhyalaya.org.in,,,tech,,,,,
,"VEER BAHADUR SINGH SMARAK MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,VEERBAHADURSINGHDCC.COM,,,tech,,,,,
,"SHYAMA MALL MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,smmgak.in,,,tech,,,,,
,"UMA DEVI MAHILA MAHAVIDYALAYA, KARANPUR KHUJI SHITLAGANJ",Uttar Pradesh,Pratapgarh,,www.infoumadevi.in,,,tech,,,,,
,"CHANDRA PRABHA MAHAVIDYALAYA SARAI NEEM JALESOR, ETAH",Uttar Pradesh,Etah,,http://www.cpmv.in,,,tech,,,,,
,"RAGHAV PRASAD MASHALI DEVI MAHILA MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,www.rpmdmm.org,,,tech,,,,,
,"YASHODA DEVI MAHAVIDHYALAYA, MURSAN, HATHRAS",Uttar Pradesh,Hathras,,yashodadevimahavidyalaya.com,,,tech,,,,,
,"SRI BHAGAWAN DUTT MAHILA MAHAVIDYALAYA, DEORIA",Uttar Pradesh,Deoria,,www.sbdmahilacollege.com,,,tech,,,,,
,"SONIYA MAHILA MAHAVIDYALAYA, DEORIA",Uttar Pradesh,Deoria,,www.soniamahila.in,,,tech,,,,,
,PUSHPA SINGH VIDHI MAHAVIDYALAYA SONBHADRA,Uttar Pradesh,Sonbhadra,,-,,,tech,,,,,
,"RAM RADHIKA MAHAVIDYALAY, DEORIA",Uttar Pradesh,Deoria,,rrmahavidhyalay.org,,,tech,,,,,
,"INST.OF INFORMATION & MANAGEMENT TECHNOLOGY RAM GHAT ROAD,ALIGARH",Uttar Pradesh,Aligarh,,https://iimtaligarh.com/,,,mgt,,,,,
,S.K COLLEGE ETAH,Uttar Pradesh,Etah,,www.skcgroup.org.in,,,tech,,,,,
,"SRI FARUQ HUSSAIN (P.G) COLLEGE,NIDHAULI KALAN,ETAH",Uttar Pradesh,Etah,,www.farooqhussaincollege.com,,,tech,,,,,
,"TIRUPATI  INSTITUTE OF SCIENCE AND TECHNOLOGY MOHIUDDINPUR, MEERUT",Uttar Pradesh,Meerut,,http://tirupatiist.org,,,tech,,,,,
,"Ramapati Badhya Mahila Degree College, Ghazipur",Uttar Pradesh,Ghazipur,,www.rvmmghazipur.com,,,tech,,,,,
,"OMPAL MUNSHI SINGH MAHAVIDHYALAYA,KAKA-BEGPUR GULARIYA",Uttar Pradesh,Aligarh,,www.opmscollege.com,,,tech,,,,,
,JAI CHAMAN MAHAVIDYALAYA VILL SARAI ASNARA NEHTAUR ,Uttar Pradesh,Bijnor,,-,,,tech,,,,,
,"Baba Parvat Nath Snatkottar Mahavidyalay Parvata Vishwanathpur, Sant Kabir Nagar",Uttar Pradesh,Sant Kabir Nagar,,www.bpndc.org,,,tech,,,,,
,"Shri Bachchan Singh Mahavidhyalaya, Kadarpur, Mirahchi, Kasganj",Uttar Pradesh,Kasganj,,sbsdc.in,,,tech,,,,,
,"Sant Kinaram Mahavidyalay, Ghazipur",Uttar Pradesh,Ghazipur,,www.skrbed.gzp.org.in,,,tech,,,,,
,"Saswat Surayvansi Mahavidyalay, Ghazipur",Uttar Pradesh,Ghazipur,,www.sscollegeawan.gzp.org.in,,,tech,,,,,
,"Raghunandan Kishundev Mahavidyalay, Ghazipur",Uttar Pradesh,Ghazipur,,www.raghunandankishun.org.in,,,tech,,,,,
,"Shri Lachiram Mahavidyalay, Ghazipur",Uttar Pradesh,Ghazipur,,www.slrms.org.in,,,tech,,,,,
,"Niranjan Mahavidyalaya Mustafabad Bijaura, Ghazipur",Uttar Pradesh,Ghazipur,,www.niranjanm.org.in,,,tech,,,,,
,"MAHARANA PRATAP MAHILA MAHAVIDYALAYA, KUSHINAGAR",Uttar Pradesh,Kushinagar,,mpnmmk.in,,,tech,,,,,
,"P.K. MAHAVIDYALAYA, KUSHINAGAR",Uttar Pradesh,Kushinagar,,pkmahavidyalaya.in,,,tech,,,,,
,"MAA SINGHASINI DEVI MAHILA MAHAVIDYALAYA, DEORIA",Uttar Pradesh,Deoria,,MAASINGHASANIDEVI.EDU.IN,,,tech,,,,,
,"Vishwanath Sharda Devi Mahavidyalaya, Bharadwaliya Mafi Sant Kabir Nagar",Uttar Pradesh,Sant Kabir Nagar,,WWW.VSD.IN,,,tech,,,,,
,"Mata Tetara Devi Schidanand Girls Degree College, Ghazipur",Uttar Pradesh,Ghazipur,,www.mtdsgdc.gzp.org.in,,,tech,,,,,
,KAMALA RAJ SARITA MAHAVIDYALAYA SIWAN KALAN SIKANDARPUR BALLIA    ,Uttar Pradesh,Ballia,,kamalarajsarita.com,,,tech,,,,,
,"Om Jee Mahavidyalay, Ghazipur",Uttar Pradesh,Ghazipur,,WWW.OMJEEDC.GZP.ORG.IN,,,tech,,,,,
,"N.K.COLLEGE, NAGLA BALLU HUSUMARA ROAD MAINPURI ",Uttar Pradesh,Mainpuri,,www.nkcollege.in,,,tech,,,,,
,"ASM mahavidyalaya, mathura",Uttar Pradesh,Mathura,,www.asmmahavidyalaya.org,,,tech,,,,,
,"Kalindi Singh Mahavidyala, Ghazipur",Uttar Pradesh,Ghazipur,,www.ksmv.org.com,,,tech,,,,,
,RAJKALI RAMASHANKAR SHUKLA MAHAVIDYALAYA,Uttar Pradesh,Pratapgarh,,www.rajkalirama.in,,,tech,,,,,
,"KAILASHI DEVI KESHAV PRASAD MAHILA MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,http://www.kdkpbtccollege.org,,,tech,,,,,
,"GAUTAM BUDDHA MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,gbmgkp.in,,,tech,,,,,
,"BRAMESHWARI MAHILA MAHAVIDYALAYA, GORAKHPUR",Uttar Pradesh,Gorakhpur,,www.bmmmm.in,,,tech,,,,,
,"A.Y.T. INSTUTITE OF HIGHER EDUCATION, DEORIA",Uttar Pradesh,Deoria,,www.aytihe.rbtsk.org.in,,,tech,,,,,
,SWARGIYA RAMVILASH SINGH VIDHI MAHAVIDYALAYA,Uttar Pradesh,Chandauli,,https://srvsgroup.org,,,tech,,,,,
,"MAJOR SHIVDAYAL SINGH MAHILA MAHAVIDYALAYA, MOHAMMADABAD, FARRUKHABAD",Uttar Pradesh,Farrukhabad,,www.majorsdmahilacollege.org,,,tech,,,,,
,"Baijnath Mahavidyalay, Budhanpur, Ghazipur",Uttar Pradesh,Ghazipur,,www.bmahavidyalaya.ghazipur.ac.in,,,tech,,,,,
,KANDHLA COLLEGE,Uttar Pradesh,Shamli,,kandhlacollege.com,,,tech,,,,,
,"B. K. R. Girls Degree College, Ghazipur",Uttar Pradesh,Ghazipur,,www.bkrgirlscollegebed.gzp.org.in,,,tech,,,,,
,JAIN KANYA PATHSHALA DEGREE COLLEGE,Uttar Pradesh,Muzaffarnagar,,jkppgcollege.com,,,tech,,,,,
,HARBIRI DEVI BHOPAL SINGH DEGREE COLLEGE YUSUFPUR BHOPA ROAD MUZAFFARNAGAR,Uttar Pradesh,Muzaffarnagar,,wwwhbdegreecollege.com,,,tech,,,,,
,"D.A.V. DEGREE COLLEGE BUDANA, MUZAFFARNGAR",Uttar Pradesh,Muzaffarnagar,,davpgcolleges.in,,,tech,,,,,
,"LALA SUKHLAL SANATAN DHARM KANYA DEGREE COLLEGE, PURKAJI",Uttar Pradesh,Muzaffarnagar,,lslsdkanyadegreecollege.in,,,tech,,,,,
,"MAA SARASWATI BALIKA MAHAVIDYALAYA, SIKANDERPUR KAIRANA, MUZAFFARNAGAR",Uttar Pradesh,Shamli,,www.maasaraswatisikandrapur.org,,,tech,,,,,
,"MAHARAJA AGRASEN GIRLS DEGREE COLLEGE,  CHARATWAL, MUZAFFARNAGAR",Uttar Pradesh,Muzaffarnagar,,www.makmv.co.in,,,tech,,,,,
,"M.S.S.K.D. DEGREE COLLEGE, MORANA, MUZAFFARNAGAR",Uttar Pradesh,Muzaffarnagar,,http://msskdpgcmorna.com,,,tech,,,,,
,"OM SHRI GURU SHAKSHI RAMCHANDER INSTITUTE  DELHI-SAHARANPUR ROAD, JASALA,SHAMLI",Uttar Pradesh,Shamli,,www.osgsjashala.com,,,tech,,,,,
,"DHARAM SINGH JAGDISH SINGH MAHAVIDYALAYA, FATHAPUR KALA, BEHAT, SAHARANPUT",Uttar Pradesh,Saharanpur,,www.dsjsdegreecollege.org,,,tech,,,,,
,S.D. COLLEGE MUZAFFARNAGAR,Uttar Pradesh,Muzaffarnagar,,www.sdcollegemzn.ac.in,,,tech,,,,,
,"LALA LAXMI NARAYAN DEGREE COLLEGE, SIRSA, PRAYAGRAJ",Uttar Pradesh,Prayagraj,,www.llndcsirsa.org.in,,,tech,,,,,
,ST. R. C. COLLEGE OF EDUCATION,Uttar Pradesh,Muzaffarnagar,,strccollegeofedu.com,,,tech,,,,,
,"ASIAN COLLEGE, SUBBAKHARI, SARSAWA, SAHARANPUR",Uttar Pradesh,Saharanpur,,asiancolleges.in,,,tech,,,,,
,"B.S.M. DEGREE COLLEGE JANDHARI, SHARANPUR",Uttar Pradesh,Saharanpur,,www.bsmdegreecollege.com,,,tech,,,,,
,"R.K. (P.G.) College Shamali (Prabudh Nagar) Mob.No.01398-253197, 250143",Uttar Pradesh,Shrawasti,,rkcollege.in,,,tech,,,,,
,"CH. HARI SINGH KANYA MAHAVIDYALA  MUNDIKHERI, RAMPUR MANIHARAN, SAHARANPUR",Uttar Pradesh,Saharanpur,,www.chskm.in,,,tech,,,,,
,B R COLLEGE OF HIGHER EDUCATION AND TECHNOLOGY,Uttar Pradesh,Saharanpur,,www.brgirlscollege.in,,,tech,,,,,
,"DEOBAND COLLEGE OF HIGHER EDUCATION MOH-BARHZIAUL-HAQ, NEAR-TALHERI CHUNJI, DEOBAND (SAHRANPUR)",Uttar Pradesh,Saharanpur,,www.dcheducation.co.in,,,tech,,,,,
,"NAWAB AZMAT ALI KHAN GIRLS COLLEGE,  MUZAFFARNAGAR",Uttar Pradesh,Muzaffarnagar,,WWW.NAAKGIRLSCOLLEGE.COM,,,tech,,,,,
,"SILVER BELLS INSTITUTE FOR HIGHER EDUCATION PANIPAT ROAD, SHAMALI (MZN.)",Uttar Pradesh,Muzaffarnagar,,www.sbiheshamli.com,,,tech,,,,,
,"ST. R.C. COLLEGE OF HIGHER EDUCATION SHAMLI ROAD, BANAT, MUZAFFARNAGAR",Uttar Pradesh,Muzaffarnagar,,www.srccollege.in,,,tech,,,,,
,"Vijay Singh Pathik Government Mahavidyalaya, Kairana (Prabudh Nagar)",Uttar Pradesh,Muzaffarnagar,,vspgdckairana.org,,,tech,,,,,
,BRIGHT FUTURE GIRLS COLLEGE,Uttar Pradesh,Saharanpur,,www.brightfuture.ac,,,tech,,,,,
